m80 , halloween h20: 20 years later ,1998,5.4,22353," ['drama', 'horror', 'thriller']", http://www.horrorlair.com/scripts/H20.txt
m81 , halloween: the curse of michael myers ,1995,4.5,8743," ['horror', 'thriller']", http://www.dailyscript.com/scripts/Halloween_6_The_Curse_of_Michael_Myers.html
m82 ," happy birthday, wanda june ",1971,5.8,144," ['comedy', 'drama']", wanda june 
m83 , hardcore ,1979,6.7,2455, ['drama'], http://www.dailyscript.com/scripts/Hardcore.txt
m84 , harold and maude ,1971,8.1,28689," ['comedy', 'romance']", http://home.online.no/~bhundlan/scripts/Harold-and-Maude.htm
m85 , hellbound: hellraiser ii ,1988,6.2,11273," ['drama', 'horror', 'thriller']", http://www.dailyscript.com/scripts/Hellbound+-+Hellraiser+II.txt
m86 , hellboy ,2004,6.8,68619," ['action', 'adventure', 'fantasy']", http://www.dailyscript.com/scripts/Hellboy.txt
m87 , hellraiser ,1987,7,22922, ['horror'], http://www.dailyscript.com/scripts/Hellraiser.txt
m88 , high fidelity ,2000,7.6,70464," ['comedy', 'drama', 'music', 'romance']", http://www.dailyscript.com/scripts/High%20Fidelity.txt
m89 , highlander ,1986,7.2,41243," ['action', 'fantasy']", http://www.scifiscripts.com/scripts/Highlander_final.txt
m90 , his girl friday ,1940,8.1,20870," ['comedy', 'drama', 'romance']", http://www.dailyscript.com/scripts/His%20Girl%20Friday.txt
m91 , hope and glory ,1987,7.4,4965," ['drama', 'war']", http://www.dailyscript.com/scripts/Hope+And+Glory.txt
m92 , house of 1000 corpses ,2003,5.6,27033, ['horror'], http://www.dailyscript.com/scripts/House%20Of%201000%20Corpses.txt
m93 , human nature ,2001,6.3,10017," ['comedy', 'drama']", http://www.dailyscript.com/scripts/Human+Nature.txt
m94 , the hustler ,1961,8.2,25871," ['drama', 'romance', 'sport']", http://www.dailyscript.com/scripts/Hustler
m95 , i am legend ,2007,7.1,156084," ['drama', 'sci-fi', 'thriller']", http://www.horrorlair.com/scripts/legend.txt
m96 , invaders from mars ,1953,6.4,2115," ['horror', 'sci-fi']", http://leonscripts.tripod.com/scripts/INVADERSold.htm
m97 , independence day ,1996,6.6,151698," ['action', 'adventure', 'sci-fi', 'thriller']", http://www.dailyscript.com/scripts/Independence+Day.txt
m98 , indiana jones and the last crusade ,1989,8.3,174947," ['action', 'adventure', 'thriller', 'action', 'adventure', 'fantasy']", http://www.dailyscript.com/scripts/Indiana%20Jones%20And%20The%20Last%20Crusade.txt
m99 , indiana jones and the temple of doom ,1984,7.5,112054," ['action', 'adventure']", http://www.dailyscript.com/scripts/Indiana%20Jones%20And%20The%20Temple%20Of%20Doom.txt
m100 , innerspace ,1987,6.5,16854," ['action', 'adventure', 'comedy', 'crime', 'sci-fi']", http://www.scifiscripts.com/scripts/InnerSpace.txt
m101 , the insider ,1999,8,69660," ['biography', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Insider
m102 , intolerable cruelty ,2003,6.4,36739," ['comedy', 'romance', 'crime']", http://www.dailyscript.com/scripts/Intolerable%20Cruelty.txt
m103 , it happened one night ,1934,8.3,25577," ['comedy', 'romance']", http://www.dailyscript.com/scripts/It+Happened+One+Night.txt
m104 , jfk ,1991,8,60406," ['biography', 'drama', 'history', 'mystery', 'thriller']", http://www.dailyscript.com/scripts/JFK.txt
m105 , jackie brown ,1997,7.6,85496," ['crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Jackie+Brown.txt
m106 , jacob's ladder ,1990,I ,7.5,29182, http://www.dailyscript.com/scripts/Jacobs+Ladder.txt
m107 , jason x ,2001,4.4,18199," ['horror', 'sci-fi']", http://www.dailyscript.com/scripts/Jason+X.txt
m108 , jaws ,1975,8.3,140982, ['thriller'], http://www.dailyscript.com/scripts/Jaws.txt
m109 , juno ,2007,7.9,152436," ['comedy', 'drama']", http://www.dailyscript.com/scripts/Juno.txt
m110 , kalifornia ,1993,6.7,21830," ['crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Kalifornia.txt
m111 , kids ,1995,6.8,26546," ['crime', 'drama']", http://www.dailyscript.com/scripts/Kids.txt
m112 , knight moves ,1992,5.8,3272," ['mystery', 'thriller']", http://www.scifiscripts.com/msol/Knight_m.txt
m113 , krull ,1983,5.9,8246," ['fantasy', 'action', 'adventure', 'sci-fi']", http://www.dailyscript.com/scripts/Krull.html
m114 , l?on ,1994,8.6,204901," ['crime', 'drama', 'thriller']", http://www.scifiscripts.com/msol/LEON.txt
m115 , labor of love ,1998,4.5,45, [], http://www.fortunecity.com/tattooine/clarke/38/scripts/LaborOfLove.txt
m116 , leaving las vegas ,1995,7.6,42919," ['drama', 'romance']", http://www.dailyscript.com/scripts/Leaving+Las+Vegas.txt
m117 , legally blonde ,2001,6.2,44558, ['comedy'], http://www.dailyscript.com/scripts/Legally%20Blonde.txt
m118 , legend ,1985,6.2,20907," ['fantasy', 'adventure', 'romance']", http://www.angelfire.com/movies/ridleyscott/script/LegendOfDarkness.txt
m119 , life as a house ,2001,7.5,19468," ['drama', 'romance']", http://www.dailyscript.com/scripts/LifeAsAHouse.html
m120 , the life of david gale ,2003,7.3,38237," ['drama', 'crime', 'thriller']", http://www.dailyscript.com/scripts/Life.txt
m121 , little nicky ,2000,5,35489," ['fantasy', 'comedy', 'romance', 'animation', 'comedy', 'fantasy', 'horror']", http://www.dailyscript.com/scripts/Little+Nicky.txt
m122 , logan's run ,1976,6.7,15152," ['action', 'sci-fi']", http://www.dailyscript.com/scripts/Logans+Run.txt
m123 , lost highway ,1997,7.6,42998," ['drama', 'horror', 'mystery', 'thriller']", http://www.dailyscript.com/scripts/Lost+Highway.txt
m124 , lost horizon ,1937,7.8,5509," ['adventure', 'drama', 'fantasy', 'mystery']", http://www.dailyscript.com/scripts/Lost_Horizon.html
m125 , men in black ,1997,7,121719," ['action', 'adventure', 'comedy', 'sci-fi']", http://www.dailyscript.com/scripts/Men+In+Black.txt
m126 , minority report ,2002,7.7,137009," ['action', 'crime', 'mystery', 'sci-fi', 'thriller', 'action', 'animation', 'drama', 'mystery', 'sci-fi', 'thriller']", http://www.dailyscript.com/scripts/Minority%20Report.txt
m127 , made ,2001,6.4,9774," ['comedy', 'crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Made.txt
m128 , malcolm x ,1992,7.7,23317," ['biography', 'drama', 'history']", http://www.dailyscript.com/scripts/Malcolm+X.txt
m129 , man on fire ,2004,7.7,76517," ['action', 'crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Man+On+Fire.txt
m130 , marty ,1955,7.7,6379," ['drama', 'romance']", http://www.dailyscript.com/scripts/Marty.txt
m131 , mash ,1970,7.8,29358," ['comedy', 'war', 'drama']", http://www.dailyscript.com/scripts/MASH.txt
m132 , meet john doe ,1941,7.7,4841," ['comedy', 'drama', 'romance']", http://www.dailyscript.com/scripts/Meet_John_Doe.html
m133 , metro ,1997,5.3,9601," ['action', 'comedy', 'crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Metro.txt
m134 , metropolis ,1927,8.4,40730," ['adventure', 'drama', 'sci-fi']", http://www.angelfire.com/movies/ridleyscott/script/Metropolis.txt
m135 , mighty morphin power rangers ,1994,8.2,35," ['action', 'family']", http://www.hundland.org/scripts/MightyMorphinPowerRangers.txt
m136 , mobsters ,1991,5.5,3574," ['crime', 'drama']", http://www.dailyscript.com/scripts/Mobsters.txt
m137 , monkeybone ,2001,4.5,8258," ['animation', 'comedy', 'fantasy', 'romance']", http://www.dailyscript.com/scripts/MonkeyBone_script.htm
m138 , my mother dreams the satan's disciples in new york ,1998,6.7,70, ['short'], http://www.moviemalls.com/papers/MotherDreamsFD.txt
m139 , mr. smith goes to washington ,1939,8.4,33984, ['drama'], http://www.dailyscript.com/scripts/Mr%20Smith%20Goes%20To%20Washington.txt
m140 , mr. deeds goes to town ,1936,8,7594," ['comedy', 'romance']", http://www.dailyscript.com/scripts/Mr._Deeds_Goes_to_Town.html
m141 , mumford ,1999,6.8,6333," ['comedy', 'drama']", http://www.dailyscript.com/scripts/Mumford.txt
m142 , the mummy ,1999,6.9,96736," ['action', 'adventure', 'fantasy']", http://www.dailyscript.com/scripts/Mummy
m143 , mystery men ,1999,5.9,31817," ['action', 'comedy', 'fantasy']", http://www.dailyscript.com/scripts/Mystery+Men.txt
m144 , napoleon ,1995,5.5,486," ['family', 'adventure']", http://web.archive.org/web/20010625040837/www.interlink.es/cookies/guion/Napoleon.txt
m145 , next friday ,2000,5.4,10267, ['comedy'], http://www.dailyscript.com/scripts/Next_Friday.html
m146 , nick of time ,1995,6.2,15945," ['crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Nick-Of-Time-script.html
m147 , the night of the hunter ,1955,8.2,26211," ['drama', 'film-noir', 'thriller']", http://www.dailyscript.com/scripts/Night+Of+The+Hunter
m148 , a nightmare on elm street ,1984,7.4,47161, ['horror'], http://www.dailyscript.com/scripts/Nightmare+On+Elm+Street
m149 , ninotchka ,1939,7.9,6951," ['comedy', 'romance']", http://www.dailyscript.com/scripts/Ninotchka.txt
m150 , nixon ,1995,7.1,13878," ['biography', 'drama']", http://home.online.no/~bhundlan/scripts/Nixon.txt
m151 , no country for old men ,2007,8.3,202649," ['crime', 'drama', 'mystery', 'thriller', 'western']", http://www.dailyscript.com/scripts/No%20Country%20For%20Old%20Men%20(Shooting).txt
m152 , nurse betty ,2000,6.4,20473," ['comedy', 'crime', 'romance', 'thriller']", http://www.dailyscript.com/scripts/Nurse%20Betty.txt
m153 ," o brother, where art thou? ",2000,7.8,95628," ['comedy', 'adventure', 'crime', 'music']", where art thou? 
m154 , an officer and a gentleman ,1982,6.8,16883," ['drama', 'romance']", http://www.dailyscript.com/scripts/Officer+And+A+Gentleman
m155 , panic room ,2002,6.9,69824, ['thriller'], http://www.dailyscript.com/scripts/Panic_Room_Koepp.html
m156 , panther ,1995,I ,5.9,1129, http://www.dailyscript.com/scripts/Panther.txt
m157 , the patriot ,2000,6.9,79207," ['action', 'drama', 'war']", http://www.dailyscript.com/scripts/Patriot_1999.html
m158 , pet sematary ,1989,6.3,19851," ['drama', 'fantasy', 'horror', 'mystery', 'thriller']", http://www.dailyscript.com/scripts/Pet-Sematary.html
m159 , pirates of the caribbean ,2003,7.2,329," ['adventure', 'fantasy', 'horror']", http://www.wordplayer.com/archives/PIRATES.cover.html
m160 , plastic man ,1999,6.7,29, ['drama'], http://www.scifiscripts.com/scripts/PlasticMan.txt
m161 , platinum blonde ,1931,6.9,1119," ['comedy', 'romance']", http://www.dailyscript.com/scripts/Platinum_Blonde.html
m162 , pleasantville ,1998,7.5,49669," ['comedy', 'drama', 'fantasy']", http://www.hundland.org/scripts/Pleasantville.htm
m163 , punch-drunk love ,2002,7.4,50312," ['comedy', 'drama', 'romance']", http://www.dailyscript.com/scripts/Punch-Drunk_Love.html
m164 , quills ,2000,7.3,22657," ['biography', 'drama', 'history', 'romance']", http://www.dailyscript.com/scripts/Quills.txt
m165 , rko 281 ,1999,7.1,3543," ['biography', 'drama']", http://www.dailyscript.com/scripts/RKO218.html
m166 , raging bull ,1980,8.4,91851," ['biography', 'drama', 'sport']", http://www.dailyscript.com/scripts/Raging+Bull.txt
m167 , rear window ,1954,8.7,121165," ['crime', 'mystery', 'romance', 'thriller']", http://www.dailyscript.com/scripts/Rear+Window.txt
m168 , rebel without a cause ,1955,7.9,27791," ['drama', 'romance']", http://www.dailyscript.com/scripts/Rebel_Without_A_Cause.html
m169 , reindeer games ,2000,5.5,16951," ['action', 'crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Reindeer+Games.txt
m170 , reservoir dogs ,1992,8.4,217185," ['crime', 'mystery', 'thriller']", http://www.dailyscript.com/scripts/Reservoir+Dogs.txt
m171 , roughshod ,1949,6.9,115," ['action', 'drama', 'romance', 'western']", http://www.dailyscript.com/scripts/Roughshod.txt
m172 , scary movie 2 ,2001,4.7,44511, ['comedy'], http://www.dailyscript.com/scripts/Scary+Movie+2.txt
m173 , serial mom ,1994,6.4,11077," ['comedy', 'thriller']", http://www.dailyscript.com/scripts/Serial+Mom.txt
m174 , the seventh victim ,1943,6.9,1596," ['drama', 'horror', 'thriller']", http://www.dailyscript.com/scripts/SeventhVictim.htm
m175 ," sex, lies, and videotape ",1989,7.1,18505, ['drama'], lies
m176 , shivers ,1975,6.5,4940," ['horror', 'sci-fi']", http://www.dailyscript.com/scripts/Shivers.txt
m177 , shock treatment ,1981,5.4,1884," ['comedy', 'musical']", http://www.horrorlair.com/scripts/ShockTreatmentShootingScript.txt
m178 , sideways ,2004,7.8,70349," ['comedy', 'drama', 'romance']", http://www.dailyscript.com/scripts/Sideways.txt
m179 , signs ,2002,6.9,113119," ['drama', 'mystery', 'sci-fi', 'thriller']", http://www.dailyscript.com/scripts/Signs.txt
m180 , silverado ,1985,7,14355," ['action', 'western']", http://www.dailyscript.com/scripts/Silverado.txt
m181 , simone ,2010,8.3,9," ['short', 'drama', 'horror', 'thriller']", http://www.dailyscript.com/scripts/Simone_Andrew_Niccol.html
m182 , the sixth sense ,1999,8.2,244162," ['drama', 'mystery', 'thriller']", http://www.dailyscript.com/scripts/Sixth%20Sense
m183 , slash ,2002,4.2,899," ['comedy', 'horror', 'thriller']", http://www.dailyscript.com/scripts/Slash.txt
m184 , slither ,2006,6.6,26497," ['comedy', 'horror', 'sci-fi']", http://www.dailyscript.com/scripts/SliTHER.html
m185 , smokey and the bandit ,1977,6.6,14147," ['action', 'comedy', 'crime', 'romance']", http://www.dailyscript.com/scripts/Smokey%20And%20The%20Bandit.txt
m186 , smokin' aces ,2006,6.6,58048," ['action', 'crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Smokin'+Aces.txt
m187 , solaris ,2002,6.2,33541," ['drama', 'mystery', 'romance', 'sci-fi']", http://www.dailyscript.com/scripts/Solaris.txt
m188 , someone to watch over me ,1987,6.1,3909," ['action', 'crime', 'drama', 'romance', 'thriller']", http://www.angelfire.com/movies/ridleyscott/script/SomeoneToWatchOverMe.txt
m189 , spider-man ,2002,7.4,169898," ['action', 'adventure', 'fantasy', 'sci-fi', 'action', 'adventure', 'sci-fi', 'thriller']", http://www.dailyscript.com/scripts/Spider-Man%20(Unproduced).txt
m190 , stalag 17 ,1953,8.2,21182," ['drama', 'war']", http://www.dailyscript.com/scripts/Stalag%2017.txt
m191 , star trek: generations ,1994,6.5,26662," ['action', 'mystery', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/StarTrekGenerations.txt
m192 , star trek iii: the search for spock ,1984,6.5,22466," ['action', 'adventure', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/Trek/Star_Trek_III.htm
m193 , star trek: the wrath of khan ,1982,7.8,36503," ['action', 'adventure', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/startrek2_wrathofkhan.txt
m194 , star trek iv: the voyage home ,1986,7.3,26423," ['adventure', 'comedy', 'sci-fi']", http://www.scifiscripts.com/scripts/Trek/Star_Trek_IV.htm
m195 , star trek: insurrection ,1998,6.3,26728," ['action', 'adventure', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/Trek/Star_Trek_IX.htm
m196 , star trek: first contact ,1996,7.6,45429," ['action', 'adventure', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/Trek/Star_Trek_VIII.htm
m197 , star trek vi: the undiscovered country ,1991,7.2,23751," ['action', 'mystery', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/StarTrek6-TheUndiscoveredCountry.txt
m198 , star trek: nemesis ,2002,6.4,28682," ['action', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/Trek/Star_Trek_X.htm
m199 , starman ,1984,6.9,14204," ['adventure', 'drama', 'romance', 'sci-fi']", http://www.dailyscript.com/scripts/Starman.txt
m200 , strange days ,1995,7.1,27744," ['action', 'crime', 'drama', 'fantasy', 'music', 'mystery', 'sci-fi', 'thriller']", http://www.scifiscripts.com/scripts/StrangeDays.txt
m201 , suspect zero ,2004,5.8,9914," ['crime', 'horror', 'sci-fi', 'thriller']", http://www.dailyscript.com/scripts/Suspect%20Zero%20(Unproduced).txt
m202 , swingers ,1996,7.6,32427," ['comedy', 'drama']", http://www.dailyscript.com/scripts/Swingers.txt
m203 , the godfather ,1972,9.2,419312," ['crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Godfather
m204 , the talented mr. ripley ,1999,7.2,64055," ['crime', 'drama', 'thriller']", http://www.dailyscript.com/scripts/Talented%20Mr%20Ripley
m205 , taxi driver ,1976,8.6,159525," ['drama', 'thriller']", http://www.dailyscript.com/scripts/Taxi%20Driver.txt
m206 , the rock ,1996,7.3,109533," ['action', 'adventure', 'thriller']", http://www.awesomefilm.com/script/The-Rock.txt
m207 , the majestic ,2001,6.8,25057," ['drama', 'romance']", http://www.dailyscript.com/scripts/Majestic
